date,Johor,Kedah,Kelantan,Melaka,Negeri_Sembilan,Pahang,Pulau_Pinang,Perak,Perlis,Sabah,Sarawak,Selangor,Terengganu,W.P._Kuala_Lumpur,W.P._Labuan,W.P._Putrajaya
25/1/2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/1/2020,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/1/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/2/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5/2/2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
6/2/2020,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7/2/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9/2/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/2/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15/2/2020,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
16/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/2/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28/2/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29/2/2020,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/2020,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1
4/3/2020,1,0,0,0,2,0,0,0,0,0,0,7,0,3,0,1
5/3/2020,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
6/3/2020,1,0,0,0,0,0,1,0,0,0,0,21,0,5,0,0
7/3/2020,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
8/3/2020,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
9/3/2020,0,0,0,0,1,0,0,0,0,0,0,11,0,6,0,0
10/3/2020,0,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0
11/3/2020,3,0,0,1,2,1,0,0,0,0,0,9,0,4,0,0
12/3/2020,1,0,0,0,2,0,0,0,0,1,0,3,0,2,0,0
13/3/2020,4,2,3,0,1,1,5,2,1,14,0,1,0,3,2,0
14/3/2020,2,0,0,5,8,0,0,0,1,11,6,6,0,2,0,0
15/3/2020,23,16,3,7,11,7,6,10,4,23,14,18,0,45,2,1
16/3/2020,7,6,12,1,13,10,5,6,3,8,0,24,4,23,0,3
17/3/2020,25,2,6,3,3,2,10,6,0,25,9,18,3,8,0,0
18/3/2020,13,6,6,1,1,11,5,7,0,21,20,15,3,6,1,1
19/3/2020,13,4,13,2,11,0,0,5,1,9,2,42,2,6,0,0
20/3/2020,13,1,8,2,9,4,5,10,0,7,7,38,8,18,0,0
21/3/2020,16,6,10,0,6,0,13,10,0,17,10,27,7,29,0,2
22/3/2020,16,5,2,1,6,3,8,11,0,22,8,16,5,18,0,2
23/3/2020,14,7,8,2,16,16,8,15,0,11,2,46,6,59,0,2
24/3/2020,4,5,7,6,14,1,2,17,0,1,5,27,0,15,0,2
25/3/2020,34,6,6,2,14,7,1,30,1,0,2,53,0,15,0,1
26/3/2020,43,3,10,0,9,2,4,23,0,2,10,77,1,49,0,2
27/3/2020,20,1,4,0,6,5,6,7,0,10,15,36,2,16,0,2
28/3/2020,26,1,10,9,15,14,6,6,0,15,8,34,4,6,5,0
29/3/2020,24,1,15,1,9,12,1,11,0,0,11,33,2,28,0,2
30/3/2020,22,2,4,7,10,3,1,8,1,4,6,59,0,26,0,3
31/3/2020,16,0,4,2,9,3,6,5,1,5,21,32,0,34,0,2
1/4/2020,19,2,3,11,8,9,2,5,0,3,32,22,1,25,0,0
2/4/2020,27,1,3,7,17,3,2,6,0,1,23,70,2,39,0,7
3/4/2020,21,1,0,3,4,13,0,5,0,5,28,63,18,55,0,1
4/4/2020,6,0,2,2,9,24,1,2,0,10,7,29,6,50,1,1
5/4/2020,16,1,2,14,12,7,2,6,1,13,15,50,10,29,0,1
6/4/2020,30,3,1,10,8,3,0,6,0,2,12,27,6,18,1,4
7/4/2020,10,5,5,4,22,5,1,14,4,1,15,50,0,31,1,2
8/4/2020,18,1,0,13,9,3,6,4,0,7,18,58,3,14,0,2
9/4/2020,7,2,1,3,11,14,0,4,0,0,6,39,5,15,0,2
10/4/2020,19,0,1,14,11,4,1,1,0,2,15,31,3,14,0,2
11/4/2020,21,0,2,8,17,27,5,1,0,10,7,35,1,46,2,2
12/4/2020,14,0,1,3,9,11,2,1,0,6,8,53,0,44,0,1
13/4/2020,20,0,2,0,42,0,0,3,0,14,6,13,4,28,0,2
14/4/2020,8,0,0,3,2,11,3,3,0,5,15,52,0,68,0,0
15/4/2020,14,1,0,0,1,17,0,0,0,0,8,18,0,26,0,0
16/4/2020,13,0,1,0,26,8,0,1,0,3,16,13,2,26,0,1
17/4/2020,9,0,0,1,13,1,0,1,0,5,10,10,0,18,1,0
18/4/2020,16,0,0,0,3,2,0,0,0,10,6,2,1,14,0,0
19/4/2020,3,0,0,37,0,5,0,0,0,3,5,10,0,12,0,9
20/4/2020,2,0,0,2,3,2,0,0,0,2,6,2,0,4,0,13
21/4/2020,1,0,0,1,1,8,0,0,0,0,22,11,0,13,0,0
22/4/2020,3,1,0,1,2,6,0,0,0,0,19,1,0,16,0,1
23/4/2020,3,0,0,0,20,1,0,0,0,1,4,12,1,29,0,0
24/4/2020,4,0,0,3,2,1,0,0,0,2,9,18,0,49,0,0
25/4/2020,0,0,0,0,0,1,0,0,0,0,10,1,0,39,0,0
26/4/2020,4,0,0,1,1,0,2,0,0,0,7,6,0,16,0,1
27/4/2020,0,0,0,0,1,0,0,1,0,1,3,4,0,30,0,0
28/4/2020,1,0,0,0,1,0,0,0,0,1,8,5,0,14,0,1
29/4/2020,0,0,0,0,72,5,0,0,0,2,6,1,0,8,0,0
30/4/2020,3,0,0,5,5,1,0,0,0,0,5,27,0,10,0,1
1/5/2020,3,0,0,1,0,3,0,0,0,0,2,24,0,32,0,4
2/5/2020,1,0,0,2,8,8,0,0,0,0,9,63,0,14,0,0
3/5/2020,0,0,0,3,71,0,0,0,0,1,5,11,0,30,0,1
4/5/2020,0,0,0,3,6,0,0,0,0,0,0,21,0,25,0,0
5/5/2020,0,0,0,0,0,0,0,0,0,0,2,5,0,23,0,0
6/5/2020,0,0,0,1,2,0,0,0,0,0,11,9,0,22,0,0
7/5/2020,0,0,0,1,0,0,0,0,0,1,1,16,0,20,0,0
8/5/2020,0,0,0,0,53,1,0,0,0,0,1,6,0,6,0,1
9/5/2020,0,0,0,1,28,0,0,0,0,0,4,10,0,10,0,1
10/5/2020,0,0,0,0,45,2,0,2,0,0,1,8,0,9,0,0
11/5/2020,0,0,0,1,16,4,0,0,0,10,0,3,0,35,0,1
12/5/2020,0,0,0,0,0,0,0,0,0,1,0,3,0,12,0,0
13/5/2020,0,0,0,2,22,3,0,0,0,2,1,2,0,5,0,0
14/5/2020,1,0,0,1,11,8,0,0,0,0,0,1,0,18,0,0
15/5/2020,0,0,0,1,1,5,0,0,0,0,0,14,0,15,0,0
16/5/2020,0,0,0,0,0,7,0,0,0,1,0,1,0,7,0,1
17/5/2020,0,0,0,0,0,1,0,0,0,0,0,8,0,13,0,0
18/5/2020,0,0,0,0,0,0,0,0,0,0,0,8,0,38,0,1
19/5/2020,1,0,0,0,0,2,0,0,0,6,0,6,0,22,0,0
20/5/2020,0,1,1,0,0,0,0,0,0,1,0,15,1,10,0,2
21/5/2020,0,0,0,0,2,1,0,0,0,0,0,8,0,39,0,0
22/5/2020,0,0,0,1,13,2,0,0,0,2,1,20,0,39,0,0
23/5/2020,1,0,0,0,1,3,0,0,0,1,0,37,0,5,0,0
24/5/2020,1,0,0,0,0,0,0,0,0,2,0,46,0,11,0,0
25/5/2020,0,0,0,0,0,0,0,0,0,0,4,53,0,115,0,0
26/5/2020,0,0,0,0,1,0,0,0,0,0,0,9,0,177,0,0
27/5/2020,0,0,0,0,0,0,0,0,0,1,3,5,0,6,0,0
28/5/2020,0,0,0,0,0,1,0,0,0,0,0,2,0,7,0,0
29/5/2020,3,0,0,0,59,1,0,0,0,2,0,28,0,10,0,0
30/5/2020,1,0,0,2,4,0,0,1,0,0,0,5,0,13,0,4
31/5/2020,0,0,0,1,2,15,0,0,0,0,0,31,0,8,0,0
1/6/2020,0,0,0,13,2,0,0,0,0,1,0,11,0,11,0,0
2/6/2020,1,0,0,1,6,0,0,0,0,1,0,6,0,5,0,0
3/6/2020,0,0,0,0,36,0,0,0,0,0,0,2,0,55,0,0
4/6/2020,0,0,0,0,3,1,0,0,0,0,0,2,0,271,0,0
5/6/2020,0,0,0,1,0,1,0,0,0,3,1,9,0,4,0,0
6/6/2020,0,0,0,0,5,0,0,0,0,0,2,14,0,15,1,0
7/6/2020,0,0,0,0,1,0,0,0,0,2,0,12,0,4,0,0
8/6/2020,0,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0
9/6/2020,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0
10/6/2020,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11/6/2020,0,0,0,11,16,0,0,0,0,0,0,3,0,1,0,0
12/6/2020,1,0,0,4,4,0,0,0,0,1,0,13,0,10,0,0
13/6/2020,2,0,0,2,26,2,0,1,0,2,0,7,0,1,0,0
14/6/2020,0,0,0,1,0,0,0,0,0,0,1,2,0,4,0,0
15/6/2020,3,0,0,2,32,0,0,0,0,1,0,2,0,1,0,0
16/6/2020,1,0,0,0,4,0,0,0,0,0,3,1,0,2,0,0
17/6/2020,0,0,0,0,1,0,0,0,0,2,1,5,0,1,0,0
18/6/2020,2,0,0,0,0,0,0,1,0,1,4,2,0,4,0,0
19/6/2020,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0
20/6/2020,0,0,0,0,1,0,0,0,0,1,0,12,0,7,0,0
21/6/2020,1,0,0,1,6,0,0,0,0,1,3,4,0,0,0,0
22/6/2020,1,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0
23/6/2020,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
24/6/2020,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
25/6/2020,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
26/6/2020,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
27/6/2020,0,0,0,0,1,0,0,0,0,2,0,3,0,4,0,0
28/6/2020,0,0,0,0,9,0,0,0,0,2,1,5,0,1,0,0
29/6/2020,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
30/6/2020,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1/7/2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2/7/2020,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3/7/2020,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
4/7/2020,0,0,0,0,1,0,0,0,0,1,0,7,0,1,0,0
5/7/2020,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0
6/7/2020,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
7/7/2020,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0
8/7/2020,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9/7/2020,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
10/7/2020,1,1,0,0,0,0,0,0,0,0,2,6,0,3,0,0
11/7/2020,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0
12/7/2020,0,0,0,1,0,0,0,0,0,1,2,9,0,0,0,1
13/7/2020,0,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0
14/7/2020,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15/7/2020,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0
16/7/2020,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
17/7/2020,0,0,0,0,0,0,0,0,0,1,10,4,2,1,0,0
18/7/2020,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0
19/7/2020,1,0,0,0,0,0,0,2,0,1,6,4,0,1,0,0
20/7/2020,14,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0
21/7/2020,0,0,0,0,0,0,0,0,0,1,11,2,0,1,0,0
22/7/2020,1,0,0,0,0,0,0,1,0,0,9,3,0,2,0,0
23/7/2020,1,0,1,0,0,1,0,0,0,1,4,0,0,1,0,0
24/7/2020,2,0,0,0,0,3,0,1,0,0,9,3,0,3,0,0
25/7/2020,10,0,0,0,0,0,0,0,0,0,8,3,0,1,1,0
26/7/2020,7,0,1,0,0,1,0,0,0,1,1,0,0,2,0,0
27/7/2020,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0
28/7/2020,0,6,0,0,0,0,0,0,0,3,25,0,0,4,1,0
29/7/2020,1,0,0,0,0,0,0,0,1,1,2,2,0,6,0,0
30/7/2020,1,1,0,0,0,0,0,0,0,4,0,1,0,1,0,0
31/7/2020,3,2,0,0,1,0,0,0,0,1,1,1,0,3,0,0
1/8/2020,0,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0
2/8/2020,0,11,0,0,0,0,0,0,0,2,0,1,0,0,0,0
3/8/2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4/8/2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5/8/2020,1,3,0,0,0,0,0,0,0,2,0,0,0,15,0,0
6/8/2020,0,6,0,0,2,0,0,0,0,4,0,0,0,2,1,0
7/8/2020,1,1,0,0,0,0,1,2,10,4,1,2,0,3,0,0
8/8/2020,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1,0
9/8/2020,0,0,0,0,0,0,3,0,0,0,1,1,0,7,0,1
10/8/2020,2,0,0,1,0,0,0,3,0,0,0,4,0,1,0,0
11/8/2020,1,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0
12/8/2020,2,2,0,0,0,0,0,0,0,4,0,0,0,3,0,0
13/8/2020,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0
14/8/2020,0,12,0,0,0,0,1,0,0,0,1,2,0,4,0,0
15/8/2020,1,14,0,0,2,0,2,0,1,0,0,0,0,6,0,0
16/8/2020,0,5,0,0,0,0,1,0,0,1,0,5,0,13,0,0
17/8/2020,0,6,0,0,0,0,3,0,0,0,0,1,0,2,0,0
18/8/2020,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0
19/8/2020,1,7,0,0,0,0,4,0,0,0,0,0,0,3,1,0
20/8/2020,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
21/8/2020,0,3,0,0,0,0,0,0,0,0,1,2,0,3,0,0
22/8/2020,0,5,0,0,0,0,0,0,0,1,1,0,0,1,0,0
23/8/2020,0,2,0,0,0,0,0,0,0,0,3,2,0,3,0,0
24/8/2020,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0
25/8/2020,0,7,0,0,0,0,0,0,1,0,0,3,0,0,0,0
26/8/2020,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27/8/2020,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
28/8/2020,0,1,0,0,0,0,0,0,0,0,1,3,0,5,0,0
29/8/2020,0,0,0,0,0,0,0,0,0,0,1,2,0,8,0,0
30/8/2020,0,1,0,0,0,0,0,0,0,0,1,1,0,14,0,0
31/8/2020,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1/9/2020,0,2,0,0,0,0,0,0,0,9,0,3,0,0,0,0
2/9/2020,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
3/9/2020,1,4,0,0,2,0,0,0,0,6,0,0,0,1,0,0
4/9/2020,0,1,0,0,1,0,0,0,0,0,0,2,0,7,0,0
5/9/2020,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0
6/9/2020,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,0
7/9/2020,0,4,0,0,0,0,1,0,0,51,0,2,0,4,0,0
